2023-10 매출 (키오스크),,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Count,Sum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-02,11,"69,900",0,0,0,0,0,0,0,0,0,0,0,"5,700","15,300","4,800","20,000","19,100","5,000",0,0,0,0,0,0,0
2023-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-04,154,"949,300",0,0,0,0,0,0,0,0,"141,900","156,900","16,000","40,000","362,800","194,300","25,300","12,100",0,0,0,0,0,0,0,0
2023-10-05,156,"1,176,900",0,0,0,0,0,0,0,"10,000","145,500","253,100","55,000","35,600","419,300","200,700","25,100","21,600","11,000",0,0,0,0,0,0,0
2023-10-06,157,"854,470",0,0,0,0,0,0,0,0,"154,770","133,300","43,400","37,500","329,600","112,600","15,700",0,"27,600",0,0,0,0,0,0,0
2023-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-10,167,"961,700",0,0,0,0,0,0,0,0,"143,700","137,900","35,500","30,900","395,800","147,300","50,000","4,800","15,800",0,0,0,0,0,0,0
2023-10-11,159,"1,011,950",0,0,0,0,0,0,0,0,"129,150","141,500","31,600","33,100","394,900","136,000","71,300","35,200","39,200",0,0,0,0,0,0,0
2023-10-12,180,"1,118,400",0,0,0,0,0,0,0,0,"144,200","170,200","2,500","36,700","474,100","204,400","44,600","15,200","26,500",0,0,0,0,0,0,0
2023-10-13,171,"1,107,250",0,0,0,0,0,0,0,0,"173,850","123,900","40,500","44,700","396,400","235,700","54,700","34,000","3,500",0,0,0,0,0,0,0
2023-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-16,173,"1,027,624",0,0,0,0,0,0,0,"2,500","176,354","173,700","21,600","82,200","341,870","146,500","32,600","19,600","30,700",0,0,0,0,0,0,0
2023-10-17,164,"940,200",0,0,0,0,0,0,0,0,"99,500","175,400","33,600","17,500","402,200","106,700","17,300","30,100","57,900",0,0,0,0,0,0,0
2023-10-18,156,"1,001,710",0,0,0,0,0,0,0,0,"143,400","116,500","42,500","37,800","444,910","114,600","37,300","52,200","12,500",0,0,0,0,0,0,0
2023-10-19,141,"937,424",0,0,0,0,0,0,0,"4,800","82,000","99,300","40,200","41,000","461,724","135,700","51,100","9,600","12,000",0,0,0,0,0,0,0
2023-10-20,166,"1,159,800",0,0,0,0,0,0,0,"4,800","150,700","104,300","8,300","80,700","431,400","298,400","39,400","41,800",0,0,0,0,0,0,0,0
2023-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-23,184,"1,044,340",0,0,0,0,0,0,0,0,"119,540","170,600","10,000","53,300","467,600","137,300","46,600","19,300","20,100",0,0,0,0,0,0,0
2023-10-24,180,"1,169,400",0,0,0,0,0,0,0,0,"141,800","153,500","32,100","86,500","461,000","183,900","65,500","18,600","26,500",0,0,0,0,0,0,0
2023-10-25,162,"1,074,910",0,0,0,0,0,0,0,0,"112,200","132,500","35,300","21,200","448,010","218,200","30,300","68,700","8,500",0,0,0,0,0,0,0
2023-10-26,167,"1,037,000",0,0,0,0,0,0,0,"2,500","108,500","134,600","17,100","36,900","462,500","116,900","102,000","46,700","9,300",0,0,0,0,0,0,0
2023-10-27,160,"1,068,969",0,0,0,0,0,0,0,"2,500","176,640","149,340","31,900","9,500","439,897","189,700","59,700","9,792",0,0,0,0,0,0,0,0
2023-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30,201,"1,121,596",0,0,0,0,0,0,0,0,"96,256","135,400","51,100","50,100","463,000","203,800","51,640","25,200","38,400","6,700",0,0,0,0,0,0
2023-10-31,187,"1,249,882",0,0,0,0,0,0,0,0,"190,000","170,500","16,000","94,100","445,500","251,682","43,200","20,800","18,100",0,0,0,0,0,0,0
Total,"3,196","20,082,725",0,0,0,0,0,0,0,"27,100","2,629,960","2,832,440","564,200","875,000","8,057,811","3,339,182","883,340","504,392","362,600","6,700",0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,
매출합계내역,,,,결제수단별,,,,,,,,,,,,,,,,,,,,,,
총합계,"3,196","20,979,200",,카드,"2,250","15,205,785",,,,,,,,,,,,,,,,,,,,
포인트사용,215,"896,475",,삼성페이,762,"4,734,152",,,,,,,,,,,,,,,,,,,,
할인, , ,,간편결제, , ,,,,,,,,,,,,,,,,,,,,
총매출, ,"20,082,725",,현금,29,"142,788",,,,,,,,,,,,,,,,,,,,
,,,,무료,155, ,,,,,,,,,,,,,,,,,,,,
