2023-09 매출 (키오스크),,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Count,Sum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-09-01,27,"182,900",0,0,0,0,0,0,0,0,0,"18,900","5,800","9,700","29,400","42,400",0,"30,700","24,700","10,600","3,900","6,800",0,0,0,0
2023-09-02,38,"301,500",0,0,0,0,0,0,0,0,0,0,"49,700","17,300","25,500","40,600","34,700","74,900","33,400","25,400",0,0,0,0,0,0
2023-09-03,36,"257,200",0,0,0,0,0,0,0,0,0,"21,800","30,500","16,500","54,500","26,100","35,900","27,300","29,800","10,900","3,900",0,0,0,0,0
2023-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-05,24,"148,900",0,0,0,0,0,0,0,0,0,"23,400","18,400","32,200","29,600",0,"7,900","2,900",0,"25,200",0,"9,300",0,0,0,0
2023-09-06,24,"192,400",0,0,0,0,0,0,0,0,"10,900","37,000","2,900","2,900","2,900","84,200","17,800","3,900","12,900","10,200","2,900","3,900",0,0,0,0
2023-09-07,25,"123,000",0,0,0,0,0,0,0,0,0,"5,800","12,900","2,900","7,800","25,200","16,000","15,400",0,"12,300","19,700","5,000",0,0,0,0
2023-09-08,22,"125,900",0,0,0,0,0,0,0,0,0,"16,000","20,400","2,900","7,400","15,500","19,600","6,800","8,400","23,100","5,800",0,0,0,0,0
2023-09-09,39,"332,500",0,0,0,0,0,0,0,0,0,0,"58,900","22,600","73,200","30,700","53,000","14,000","62,700","10,600","6,800",0,0,0,0,0
2023-09-10,42,"311,500",0,0,0,0,0,0,0,0,0,"17,400","40,800","19,900","68,200","62,800","8,800","75,500","2,900","15,200",0,0,0,0,0,0
2023-09-11,11,"56,900",0,0,0,0,0,0,0,0,0,"10,600",0,"7,700",0,"5,800","15,000",0,"12,800","5,000",0,0,0,0,0,0
2023-09-12,31,"198,700",0,0,0,0,0,0,0,0,0,"26,700","56,800","2,900","27,100","22,500","17,100","11,900","30,300","3,400",0,0,0,0,0,0
2023-09-13,15,"83,000",0,0,0,0,0,0,0,0,0,"10,800","6,800","22,800","5,800","25,200",0,"5,800",0,"5,800",0,0,0,0,0,0
2023-09-14,24,"144,100",0,0,0,0,0,0,0,0,0,"10,900","30,700","22,700","11,800","8,700","14,600","18,700","10,700",0,"15,300",0,0,0,0,0
2023-09-15,25,"162,500",0,0,0,0,0,0,0,0,0,"8,400","14,200","2,900","8,300","33,400","62,500","15,500",0,"13,400","3,900",0,0,0,0,0
2023-09-16,32,"243,700",0,0,0,0,0,0,0,0,0,"17,700","65,600","15,500","38,400","29,700","2,900","59,100","11,900","2,900",0,0,0,0,0,0
2023-09-17,46,"319,300",0,0,0,0,0,0,0,0,0,0,"83,900","31,900","37,900","83,900","25,600","48,100","5,100",0,"2,900",0,0,0,0,0
2023-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-22,37,"220,500",0,0,0,0,0,0,0,0,0,"23,600","25,200","21,400","15,400","32,400","41,200",0,"30,900","14,800","15,600",0,0,0,0,0
2023-09-23,31,"189,800",0,0,0,0,0,0,0,0,0,"11,900","23,700","5,800","31,000","2,900","27,600","24,800","18,500","37,800","5,800",0,0,0,0,0
2023-09-24,50,"369,300",0,0,0,0,0,0,0,0,0,"22,000","37,800","40,300","22,300","71,100","68,100","57,600","27,700","22,400",0,0,0,0,0,0
2023-09-25,27,"156,400",0,0,0,0,0,0,0,0,0,"20,000","30,500","12,300","30,000","16,500","13,100","8,700","2,900","22,400",0,0,0,0,0,0
2023-09-26,18,"129,200",0,0,0,0,0,0,0,0,0,"8,400","13,600",0,"5,100","34,200","19,700",0,"5,100","5,100","38,000",0,0,0,0,0
2023-09-27,27,"144,600",0,0,0,0,0,0,0,0,0,"6,800","14,200","5,800","22,800","28,000","16,700","12,200","24,600","2,900","2,900","7,700",0,0,0,0
2023-09-28,26,"180,000",0,0,0,0,0,0,0,0,0,0,0,"8,000","34,300","23,900","31,400","10,600","66,000","5,800",0,0,0,0,0,0
2023-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-30,35,"301,000",0,0,0,0,0,0,0,0,0,0,0,0,"60,000","28,900","74,300","58,900","66,600","12,300",0,0,0,0,0,0
Total,712,"4,874,800",0,0,0,0,0,0,0,0,"10,900","318,100","643,300","326,900","648,700","774,600","623,500","583,300","487,900","297,500","127,400","32,700",0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,
매출합계내역,,,,결제수단별,,,,,,,,,,,,,,,,,,,,,,
총합계,712,"4,874,800",,카드,517,"3,653,700",,,,,,,,,,,,,,,,,,,,
포인트사용, , ,,삼성페이,188,"1,161,200",,,,,,,,,,,,,,,,,,,,
할인, , ,,간편결제, , ,,,,,,,,,,,,,,,,,,,,
총매출, ,"4,874,800",,현금,7,"59,900",,,,,,,,,,,,,,,,,,,,
,,,,무료, , ,,,,,,,,,,,,,,,,,,,,
