2023-10 매출 (키오스크),,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Count,Sum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-10-01,39,"286,900",0,0,0,0,0,0,0,0,0,0,"14,300","18,400","67,000","31,100","38,300","42,100","54,700","10,900","10,100",0,0,0,0,0
2023-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-03,41,"265,000",0,0,0,0,0,0,0,0,0,0,"41,200","31,900","25,200","36,500","18,100","81,600","7,300","20,300","2,900",0,0,0,0,0
2023-10-04,24,"133,700",0,0,0,0,0,0,0,0,"2,900","12,900","10,900","6,800","10,200","38,800","20,900","26,400","3,900",0,0,0,0,0,0,0
2023-10-05,28,"217,100",0,0,0,0,0,0,0,0,"3,900","26,700","7,700","19,600","11,800","64,900","34,300","31,200","2,900","14,100",0,0,0,0,0,0
2023-10-06,25,"160,800",0,0,0,0,0,0,0,0,0,"24,700","17,500","14,700","33,600","22,700","23,400","8,400","3,900","11,900",0,0,0,0,0,0
2023-10-07,39,"256,000",0,0,0,0,0,0,0,0,0,0,"43,900","58,600","15,200","65,200","40,900","2,900","15,800","13,500",0,0,0,0,0,0
2023-10-08,44,"299,200",0,0,0,0,0,0,0,0,0,"24,000","54,100","29,900","32,700","34,100","3,900","84,200","31,200",0,"5,100",0,0,0,0,0
2023-10-09,36,"289,900",0,0,0,0,0,0,0,0,0,0,"22,100",0,"36,700","30,800","72,500","50,100","30,700","47,000",0,0,0,0,0,0
2023-10-10,27,"140,100",0,0,0,0,0,0,0,0,0,"6,800",0,"7,900","15,100","9,200","65,400","2,900","16,400","2,900","13,500",0,0,0,0,0
2023-10-11,32,"208,800",0,0,0,0,0,0,0,0,0,"21,600","17,500","7,400","21,400","20,500","23,400","8,000","27,700","32,200",0,"24,600","4,500",0,0,0
2023-10-12,29,"153,300",0,0,0,0,0,0,0,0,0,"28,400","25,500","12,600","43,500","15,800","8,900","13,600",0,"5,000",0,0,0,0,0,0
2023-10-13,30,"163,200",0,0,0,0,0,0,0,0,0,"56,000","14,200","10,900","35,100","7,300",0,"12,400","8,800","5,100","2,900","10,500",0,0,0,0
2023-10-14,33,"196,200",0,0,0,0,0,0,0,0,0,0,"18,100","16,300","40,300","37,000","29,200","23,800","17,700","13,800",0,0,0,0,0,0
2023-10-15,53,"343,500",0,0,0,0,0,0,0,0,0,0,"69,800","34,800","21,200","35,300","64,200","87,200","2,900","28,100",0,0,0,0,0,0
2023-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-17,33,"213,700",0,0,0,0,0,0,0,0,"6,800","17,500","45,400","13,300","39,000","24,300","30,200","23,400","10,900","2,900",0,0,0,0,0,0
2023-10-18,23,"149,500",0,0,0,0,0,0,0,0,0,"5,800","28,200","5,800","47,500","19,700","20,400","8,000","10,200","3,900",0,0,0,0,0,0
2023-10-19,29,"167,500",0,0,0,0,0,0,0,0,"3,900","25,000","11,900","18,400","39,300",0,"8,000","24,600","3,900","12,800","19,700",0,0,0,0,0
2023-10-20,31,"204,400",0,0,0,0,0,0,0,0,0,"31,100","25,100","16,700","52,800","11,300","40,300",0,"10,300","15,300","1,500",0,0,0,0,0
2023-10-21,34,"234,000",0,0,0,0,0,0,0,0,0,0,"39,400","35,900","17,400","41,000","26,600","27,400","40,500","5,800",0,0,0,0,0,0
2023-10-22,33,"232,100",0,0,0,0,0,0,0,0,0,"10,200","23,300","40,200","16,400","30,300","26,700","23,800","20,600","19,600","19,500","1,500",0,0,0,0
2023-10-23,25,"145,300",0,0,0,0,0,0,0,0,0,"8,700","41,300","20,600","11,200","5,800","13,000","20,300","16,400","5,100",0,"2,900",0,0,0,0
2023-10-24,26,"141,900",0,0,0,0,0,0,0,0,0,"64,100","15,100","2,900","3,900","16,400","8,800","20,400",0,0,0,"10,300",0,0,0,0
2023-10-25,37,"181,400",0,0,0,0,0,0,0,0,0,"21,300","13,800","18,600","32,600","47,100","4,400","18,500","22,200",0,"2,900",0,0,0,0,0
2023-10-26,31,"233,900",0,0,0,0,0,0,0,0,"4,900","10,300","30,800","46,600","26,100","48,900","28,300",0,"32,200",0,"5,800",0,0,0,0,0
2023-10-27,26,"229,400",0,0,0,0,0,0,0,0,0,"5,800","27,300","30,500","52,100","23,900","45,900","24,100",0,"3,900","7,700","8,200",0,0,0,0
2023-10-28,34,"254,300",0,0,0,0,0,0,0,0,0,0,"18,500","13,100","73,900","34,600","51,400","47,500","15,300",0,0,0,0,0,0,0
2023-10-29,48,"334,500",0,0,0,0,0,0,0,0,0,0,"31,100","33,800","25,900","53,400","50,700","24,100","66,000","33,300","16,200",0,0,0,0,0
2023-10-30,22,"164,000",0,0,0,0,0,0,0,0,0,"16,500","6,800","10,700","17,000","59,600","43,700","6,800",0,"2,900",0,0,0,0,0,0
2023-10-31,36,"215,200",0,0,0,0,0,0,0,0,0,"23,800","69,800","35,000","23,400","11,900","14,800","10,700","12,400","6,600",0,"6,800",0,0,0,0
Total,948,"6,214,800",0,0,0,0,0,0,0,0,"22,400","441,200","784,600","611,900","887,500","877,400","856,600","754,400","484,800","316,900","107,800","64,800","4,500",0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,
매출합계내역,,,,결제수단별,,,,,,,,,,,,,,,,,,,,,,
총합계,948,"6,217,500",,카드,706,"4,640,100",,,,,,,,,,,,,,,,,,,,
포인트사용,1,"2,700",,삼성페이,229,"1,497,700",,,,,,,,,,,,,,,,,,,,
할인, , ,,간편결제, , ,,,,,,,,,,,,,,,,,,,,
총매출, ,"6,214,800",,현금,13,"77,000",,,,,,,,,,,,,,,,,,,,
,,,,무료, , ,,,,,,,,,,,,,,,,,,,,
