2023-10 매출 (키오스크),,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Count,Sum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-10-22,36,"252,300",0,0,0,0,0,0,0,0,0,"8,100","14,500","10,000","33,100","60,400","79,700","21,900","24,600",0,0,0,0,0,0,0
2023-10-23,35,"224,073",0,0,0,0,0,0,0,0,"10,000","20,300","31,100","34,400","41,600","19,073","22,300","40,200","5,100",0,0,0,0,0,0,0
2023-10-24,39,"255,200",0,0,0,0,0,0,0,"15,400","3,000","46,400","3,000","10,500","50,500","36,100","56,100","11,600","19,600","3,000",0,0,0,0,0,0
2023-10-25,40,"250,100",0,0,0,0,0,0,0,"12,000","35,100","15,100","7,000","21,300","32,100","31,700","53,300","7,000","32,500","3,000",0,0,0,0,0,0
2023-10-26,34,"171,000",0,0,0,0,0,0,0,"4,000","6,500","13,000","19,100","9,100","26,200","23,000","39,100","17,200","13,800",0,0,0,0,0,0,0
2023-10-27,47,"305,200",0,0,0,0,0,0,0,0,"6,000","26,900","34,300","14,600","87,500","49,300","45,000","13,600","15,400","12,600",0,0,0,0,0,0
2023-10-28,58,"380,500",0,0,0,0,0,0,0,0,"10,000","39,000","44,900","35,300","56,300","55,500","56,800","43,600","12,100","27,000",0,0,0,0,0,0
2023-10-29,31,"213,500",0,0,0,0,0,0,0,0,0,0,"14,500","53,800","27,500","52,200","9,300","38,100","18,100",0,0,0,0,0,0,0
2023-10-30,42,"226,790",0,0,0,0,0,0,0,0,"23,000","45,700","10,000",0,"58,000","56,290","6,000","6,000","21,800",0,0,0,0,0,0,0
2023-10-31,40,"255,900",0,0,0,0,0,0,0,0,"11,100","10,000","42,800","21,500","67,700","44,000","21,000","12,100","19,200","6,500",0,0,0,0,0,0
Total,"1,265","7,910,764",0,0,0,0,0,0,0,"52,400","299,700","522,700","743,270","709,200","1,508,100","1,287,194","1,030,900","885,600","652,000","219,700",0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,
매출합계내역,,,,결제수단별,,,,,,,,,,,,,,,,,,,,,,
총합계,"1,265","8,001,800",,카드,"1,044","6,599,064",,,,,,,,,,,,,,,,,,,,
포인트사용,17,"91,036",,삼성페이,210,"1,288,500",,,,,,,,,,,,,,,,,,,,
할인, , ,,간편결제, , ,,,,,,,,,,,,,,,,,,,,
총매출, ,"7,910,764",,현금,4,"23,200",,,,,,,,,,,,,,,,,,,,
,,,,무료,7, ,,,,,,,,,,,,,,,,,,,,
