2023-10 매출 (키오스크),,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Count,Sum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-10-01,34,"214,000",0,0,0,0,0,0,0,0,0,0,"31,800","39,400","28,600","23,600","41,300","24,900","24,400",0,0,0,0,0,0,0
2023-10-02,44,"279,900",0,0,0,0,0,0,0,0,0,0,"16,500","23,100","37,900","24,600","84,100","51,100","24,600","18,000",0,0,0,0,0,0
2023-10-03,39,"263,900",0,0,0,0,0,0,0,0,0,0,"38,000","21,500","26,400","31,400","47,300","45,100","34,500","19,700",0,0,0,0,0,0
2023-10-04,37,"213,400",0,0,0,0,0,0,0,"3,000","20,600","7,000","37,300","5,300","28,700","62,000","11,000","25,500","7,000","6,000",0,0,0,0,0,0
2023-10-05,47,"316,600",0,0,0,0,0,0,0,0,"14,100","25,200","20,400","4,000","116,400","26,100","51,900","35,300","18,100","5,100",0,0,0,0,0,0
2023-10-06,63,"404,100",0,0,0,0,0,0,0,0,"25,300","27,000","36,900","52,800","85,000","88,500","28,200","41,100","19,300",0,0,0,0,0,0,0
2023-10-07,57,"359,900",0,0,0,0,0,0,0,0,"10,200","37,500","74,400","45,100","23,600","49,400","16,200","70,100","15,100","18,300",0,0,0,0,0,0
2023-10-08,37,"240,100",0,0,0,0,0,0,0,0,0,"4,000","36,100","4,000","69,800","38,600","33,400","25,100","23,100","6,000",0,0,0,0,0,0
2023-10-09,31,"170,300",0,0,0,0,0,0,0,0,0,0,"10,000","34,500","21,100","16,000","19,100","30,500","30,100","9,000",0,0,0,0,0,0
2023-10-10,47,"291,700",0,0,0,0,0,0,0,0,"15,100","24,700","12,000","29,500","55,900","76,400","37,500","32,600","8,000",0,0,0,0,0,0,0
2023-10-11,49,"308,300",0,0,0,0,0,0,0,0,"6,000","29,800","4,000","27,500","49,600","60,100","38,600","30,100","59,600","3,000",0,0,0,0,0,0
2023-10-12,45,"263,100",0,0,0,0,0,0,0,0,"21,100","16,400","29,000","27,500","63,600","43,800","38,400","3,000","8,000","12,300",0,0,0,0,0,0
2023-10-13,41,"217,770",0,0,0,0,0,0,0,0,0,"28,400","41,170","8,100","51,600","12,500","36,000","12,300","20,100","7,600",0,0,0,0,0,0
2023-10-14,44,"234,000",0,0,0,0,0,0,0,0,0,"15,800","28,100","21,100","35,500","34,700","52,000","37,800","9,000",0,0,0,0,0,0,0
2023-10-15,37,"234,331",0,0,0,0,0,0,0,0,0,0,"24,100","29,600","28,300","19,631","36,000","34,500","53,600","8,600",0,0,0,0,0,0
2023-10-16,40,"293,400",0,0,0,0,0,0,0,"4,000","6,000","22,200","6,000","21,100","96,600","92,200","8,000","6,000","11,600","19,700",0,0,0,0,0,0
2023-10-17,34,"243,300",0,0,0,0,0,0,0,0,"6,000",0,"6,000","12,900","69,000","52,300","13,500","43,900","29,700","10,000",0,0,0,0,0,0
2023-10-18,31,"198,500",0,0,0,0,0,0,0,"14,000","23,800","16,000","13,000","6,000","51,700","18,600","6,000","27,700","17,700","4,000",0,0,0,0,0,0
2023-10-19,27,"156,300",0,0,0,0,0,0,0,0,"7,200","21,100","19,500","13,000","38,300","12,100","8,000","20,100","17,000",0,0,0,0,0,0,0
2023-10-20,41,"224,700",0,0,0,0,0,0,0,0,"26,500","6,000","10,000","27,800","26,300","46,200","6,000","37,300","24,300","14,300",0,0,0,0,0,0
2023-10-21,38,"248,600",0,0,0,0,0,0,0,0,"13,100","17,100","27,800","44,900","23,700","30,900","29,800","40,300","15,000","6,000",0,0,0,0,0,0
