2023-09 ¸ÅÃâ (Å°¿À½ºÅ©),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
Date,Count,Sum,0.0,1,2,3,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0
2023-09-01,64,503900,0.0,0,0,0,0.0,0.0,0.0,14300.0,8500.0,60800.0,20800.0,3000.0,166400.0,156000.0,18500.0,27800.0,6000.0,21800.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-02,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-03,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-04,57,572800,0.0,0,0,0,0.0,0.0,0.0,7000.0,21300.0,37000.0,13800.0,30000.0,260600.0,114800.0,47500.0,29800.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-05,61,623000,0.0,0,0,0,0.0,0.0,0.0,18400.0,32700.0,29900.0,3000.0,55500.0,230800.0,175200.0,51500.0,3000.0,8000.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-06,55,482500,0.0,0,0,0,0.0,0.0,0.0,33300.0,37600.0,9000.0,29800.0,13000.0,162200.0,88000.0,54900.0,7000.0,47700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-07,62,600100,0.0,0,0,0,0.0,0.0,0.0,23700.0,7500.0,17900.0,9000.0,3000.0,213700.0,202100.0,29400.0,53300.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-08,44,376700,0.0,0,0,0,0.0,0.0,0.0,4500.0,10000.0,21800.0,22000.0,3000.0,137500.0,109000.0,0.0,11000.0,28600.0,29300.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-09,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-10,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-11,71,535700,0.0,0,0,0,0.0,0.0,0.0,9500.0,22900.0,42900.0,19000.0,24500.0,198800.0,154300.0,42800.0,9000.0,9000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-12,58,510700,0.0,0,0,0,0.0,0.0,0.0,25400.0,28500.0,41800.0,9000.0,13000.0,218500.0,105500.0,0.0,38900.0,15500.0,14600.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-13,50,380200,0.0,0,0,0,0.0,0.0,0.0,21000.0,12200.0,34500.0,3000.0,9000.0,122900.0,92900.0,64800.0,12600.0,7300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-14,58,464700,0.0,0,0,0,0.0,0.0,0.0,36900.0,9700.0,24100.0,9800.0,12500.0,137000.0,130200.0,29900.0,57100.0,12500.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-15,42,310100,0.0,0,0,0,0.0,0.0,0.0,9900.0,39900.0,35900.0,0.0,3000.0,144000.0,63400.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-16,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-17,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-18,62,568200,0.0,0,0,0,0.0,0.0,0.0,9400.0,23900.0,33100.0,12000.0,28000.0,219300.0,193600.0,25400.0,23500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-19,51,394700,0.0,0,0,0,0.0,0.0,0.0,12400.0,14400.0,66900.0,33300.0,19000.0,74300.0,130900.0,28500.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-20,48,342000,0.0,0,0,0,0.0,0.0,0.0,19200.0,26500.0,36500.0,21800.0,9000.0,105600.0,109400.0,0.0,6000.0,5000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-21,58,473900,0.0,0,0,0,0.0,0.0,0.0,19500.0,8000.0,74400.0,19000.0,13000.0,153200.0,160300.0,3000.0,10000.0,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-22,53,436500,0.0,0,0,0,0.0,0.0,0.0,9500.0,3000.0,6000.0,0.0,26800.0,186600.0,70100.0,46000.0,69500.0,16000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-23,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-24,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-25,55,610375,0.0,0,0,0,0.0,0.0,0.0,11000.0,21000.0,26800.0,6500.0,4475.0,283200.0,169100.0,51300.0,7000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-26,44,381500,0.0,0,0,0,0.0,0.0,0.0,17100.0,8000.0,20900.0,10400.0,14800.0,191600.0,95700.0,20000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-27,47,361160,0.0,0,0,0,0.0,0.0,0.0,11800.0,5000.0,31000.0,0.0,14900.0,149860.0,80000.0,27100.0,16000.0,25500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-28,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-29,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-30,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,1040,8928735,0.0,0,0,0,0.0,0.0,0.0,313800.0,340600.0,651200.0,242200.0,299475.0,3356060.0,2400500.0,554600.0,399500.0,276100.0,94700.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
¸ÅÃâÇÕ°è³»¿ª,,,,°áÁ¦¼ö´Üº°,,,,,,,,,,,,,,,,,,,,,,
ÃÑÇÕ°è,"1,040","9,040,800",,Ä«µå,792,"6,780,035",,,,,,,,,,,,,,,,,,,,
Æ÷ÀÎÆ®»ç¿ë,18,"112,065",,»ï¼ºÆäÀÌ,200,"1,922,900",,,,,,,,,,,,,,,,,,,,
ÇÒÀÎ, , ,,°£Æí°áÁ¦, , ,,,,,,,,,,,,,,,,,,,,
ÃÑ¸ÅÃâ, ,"8,928,735",,Çö±Ý,38,"225,800",,,,,,,,,,,,,,,,,,,,
,,,,¹«·á,10, ,,,,,,,,,,,,,,,,,,,,
