2023-09 매출 (키오스크),,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Count,Sum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-09-01,142,"1,125,337",0,0,0,0,0,0,0,"5,800","51,200","112,200","7,300","31,737","503,300","235,400","14,000","25,400","23,500","29,100","39,100","43,800","3,500",0,0,0
2023-09-02,110,"771,900",0,0,0,0,0,0,0,0,0,0,"40,300","37,400","89,600","222,700","73,600","142,300","99,500","66,500",0,0,0,0,0,0
2023-09-03,67,"477,700",0,0,0,0,0,0,0,0,0,0,"37,900","47,000","173,700","135,800","10,000","61,000","5,000","7,300",0,0,0,0,0,0
2023-09-04,129,"949,512",0,0,0,0,0,0,0,"10,000","40,000","65,400","12,300","104,300","441,312","109,800","27,700","15,000","15,200","14,800","7,500","2,500","83,700",0,0,0
2023-09-05,149,"1,001,221",0,0,0,0,0,0,0,"5,000","70,500","40,800","61,250","68,500","527,371","82,300","48,000","24,900","9,600","17,000","7,000","26,400","12,600",0,0,0
2023-09-06,151,"1,133,700",0,0,0,0,0,0,0,"35,100","64,500","61,200","41,300","131,900","449,100","92,100","49,800","64,700","77,800","16,900","13,500","10,000","25,800",0,0,0
2023-09-07,151,"989,841",0,0,0,0,0,0,0,"35,700","84,900","51,760","24,600","103,081","490,000","77,300","40,400","10,800","8,600","18,200","22,500","5,800","13,000","3,200",0,0
2023-09-08,171,"1,223,629",0,0,0,0,0,0,0,"8,200","91,000","85,200","61,429","75,000","557,700","107,800","39,700","64,100","62,200","31,500","2,500","15,300","17,200","4,800",0,0
2023-09-09,44,"288,700",0,0,0,0,0,0,0,0,0,0,"33,100","10,800","56,400","38,400","57,200","12,800","18,300","61,700",0,0,0,0,0,0
2023-09-10,77,"532,300",0,0,0,0,0,0,0,0,0,0,"31,700","58,900","86,100","145,700","63,900","24,000","100,600","21,400",0,0,0,0,0,0
2023-09-11,115,"755,095",0,0,0,0,0,0,0,"14,500","27,600","49,300","15,300","62,500","411,295","82,600","16,600","15,600","10,000","5,000","5,000","32,500","7,300",0,0,0
2023-09-12,118,"940,200",0,0,0,0,0,0,0,"12,300","58,300","23,300","38,800","55,900","566,400","75,000","26,700","31,600","21,600","27,800","2,500",0,0,0,0,0
2023-09-13,93,"626,200",0,0,0,0,0,0,0,"9,700","69,600","46,400","31,600","53,800","245,700","113,800","22,900",0,"22,600","10,100",0,0,0,0,0,0
2023-09-14,123,"909,273",0,0,0,0,0,0,0,"12,800","41,300","66,300","21,400","85,600","391,800","111,400","52,473","35,600","66,100","10,000","14,500",0,0,0,0,0
2023-09-15,112,"775,840",0,0,0,0,0,0,0,"2,500","99,900","49,500","17,600","17,300","374,240","81,100","27,000","18,800","5,300","3,000","40,700","33,900","5,000",0,0,0
2023-09-16,42,"269,300",0,0,0,0,0,0,0,0,0,0,"11,000","58,800","41,700","43,500","14,500","59,600","37,700","2,500",0,0,0,0,0,0
