2023-09 매출 (키오스크),,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Count,Sum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-09-01,99,"698,575",0,0,0,0,0,0,0,0,"40,875","18,700","11,000","37,000","140,000","198,700","20,600","30,800","17,200","12,400","34,300","37,100","49,600","50,300",0,0
2023-09-02,82,"632,400",0,0,0,0,0,0,0,0,0,"42,300","35,100","22,400","49,700","78,100","61,500","58,200","80,000","54,100","38,000","52,400","29,400","31,200",0,0
2023-09-03,29,"221,200",0,0,0,0,0,0,0,0,0,0,0,0,"25,400","31,100","81,100","35,900","19,500","28,200",0,0,0,0,0,0
2023-09-04,109,"728,900",0,0,0,0,0,0,0,"33,300","15,200","40,000","9,100","33,200","208,400","128,700","16,200","14,500","9,600","22,900","38,100","62,500","91,600","5,600",0,0
2023-09-05,112,"803,600",0,0,0,0,0,0,0,"15,800","35,500","58,500","22,700","31,200","188,800","109,900","22,800","53,200","16,500","35,100","41,600","72,200","85,800","14,000",0,0
2023-09-06,114,"860,000",0,0,0,0,0,0,0,"9,600","62,700","24,000","34,400","8,400","269,400","114,700","40,100","50,200","15,800","41,300","74,000","71,900","37,900","5,600",0,0
2023-09-07,119,"856,780",0,0,0,0,0,0,0,"27,200","74,600","32,980","29,100","40,500","172,100","140,300","60,700","33,300","37,800","2,800","61,000","50,200","82,300","11,900",0,0
2023-09-08,103,"798,200",0,0,0,0,0,0,0,"31,400","54,400","27,000","45,000","4,000","176,100","108,500","67,000","27,100","13,200","29,200","25,400","36,900","78,100","74,900",0,0
2023-09-09,83,"604,200",0,0,0,0,0,0,0,0,0,"49,800","38,800","29,500","33,700","130,200","86,900","62,900","50,900","20,600","26,300","69,000",0,"5,600",0,0
2023-09-10,41,"317,500",0,0,0,0,0,0,0,0,0,0,0,0,"7,900","71,000","69,600","102,600","54,000","12,400",0,0,0,0,0,0
2023-09-11,98,"689,400",0,0,0,0,0,0,0,"22,700","21,400","46,600","33,800","4,000","179,900","152,400","40,100","30,700","13,700","5,100","92,500","25,900",0,"20,600",0,0
2023-09-12,105,"763,700",0,0,0,0,0,0,0,"11,000","64,800","16,300","25,800","25,200","163,800","109,500","81,700","27,300","28,700","4,400","39,300","98,200","57,700","10,000",0,0
2023-09-13,78,"546,400",0,0,0,0,0,0,0,"8,400","36,800","39,300","8,400","43,500","147,200","101,200","22,800","17,500","8,000","17,100","20,000","38,000","13,000","25,200",0,0
2023-09-14,141,"1,163,300",0,0,0,0,0,0,0,"28,900","35,000","93,500","36,500","36,400","369,500","200,900","93,300","32,100","17,300","13,300","28,700","119,100","39,700","19,100",0,0
2023-09-15,103,"755,400",0,0,0,0,0,0,0,"13,100","19,700","12,400","15,800","21,400","194,300","121,200","41,600","33,000","58,500","31,700","49,900","63,000","41,300","38,500",0,0
2023-09-16,86,"798,200",0,0,0,0,0,0,0,0,0,"22,800","51,900","19,600","103,300","128,900","133,100","74,200","41,600","63,500","71,200","73,300","14,800",0,0,0
2023-09-17,57,"477,160",0,0,0,0,0,0,0,0,0,0,0,0,"21,500","99,100","168,200","72,100","37,400","78,860",0,0,0,0,0,0
2023-09-18,98,"739,900",0,0,0,0,0,0,0,"14,000","22,500","42,200","12,800","14,000","202,200","164,700","66,800","49,100","23,600","29,000","19,200","31,800","38,500","9,500",0,0
2023-09-19,99,"777,080",0,0,0,0,0,0,0,"70,500","15,280","38,200","21,500","22,300","162,200","142,300","48,900","32,300","14,600","34,800","37,800","73,900","23,000","39,500",0,0
2023-09-20,82,"578,000",0,0,0,0,0,0,0,0,"20,300","29,500","6,800","25,500","157,700","113,100","25,200","43,100","33,800","30,500","17,300","36,700","28,900","9,600",0,0
2023-09-21,116,"835,400",0,0,0,0,0,0,0,"2,800","48,100","29,700","42,200","5,600","201,900","187,000","80,500","28,900","62,500","8,800","48,400","25,300","36,300","27,400",0,0
2023-09-22,123,"958,100",0,0,0,0,0,0,0,"25,200","57,800","21,200","49,600","29,400","152,800","157,600","53,700","98,700","18,700","45,100","63,500","74,000","71,500","39,300",0,0
2023-09-23,92,"646,800",0,0,0,0,0,0,0,0,"6,600","22,100","37,400","22,800","51,400","122,200","140,400","53,700","31,100","21,000","10,500","43,900","73,200","10,500",0,0
2023-09-24,38,"240,600",0,0,0,0,0,0,0,0,0,0,0,0,0,"72,700","44,300","37,600","26,900","38,300","20,800",0,0,0,0,0
2023-09-25,102,"638,440",0,0,0,0,0,0,0,"19,600","36,800","36,650","4,000","42,300","178,200","131,000","17,800","23,100","15,790","11,700","22,300","34,000","51,200","14,000",0,0
2023-09-26,101,"708,000",0,0,0,0,0,0,0,"14,400","38,300","5,600","8,000","21,900","185,800","82,600","76,900","13,500","9,200","47,500","68,200","46,600","40,400","49,100",0,0
2023-09-27,164,"1,255,900",0,0,0,0,0,0,0,"52,900","36,700","41,700","31,100","41,000","345,400","159,700","87,700","70,900","49,100","45,100","86,400","128,700","69,400","10,100",0,0
2023-09-28,38,"247,055",0,0,0,0,0,0,0,0,0,"24,600","5,100","6,955","18,400","64,100","47,100","38,200","18,700","21,300","2,600",0,0,0,0,0
2023-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
